STRING,OUTCOME
DCIJHADAEAGCDCC,STEAL
GAAFJFGHGJIJDFF,NO
FJHFDB,NO
GCBADIAIAEC,NO
FIBFIAAHJIHAFI,NO
BBHJDHECJJJ,NO
JGAIDGCBBJDFHBJFJGF,NO
GIJEEBIIGJDFG,NO
CIEIBCG,NO
DHHCAAIBIIHIJBAB,NO
AGJDDEJDC,NO
JBCAEGGIDIICHGFG,NO
DBHDCDCHADFEJID,STEAL
JEFAAEIEGIAD,NO
CFBFGBJDDEAGG,NO
CGFHDADEAIGEEJGF,NO
HFCDJFGABIHJCEEIE,NO
GDAGEEIBFDIBHEJADD,NO
GJJHDIDGEEHBHEJGI,NO
EEBGJCCBICGHFJIBDF,NO
JHHFIFBCDFDDIAH,NO
ACBGBJJHJBA,NO
DFBBHFBJF,NO
JHBBFGHCC,NO
IIEDJFGFHEH,NO
BBEJIJ,NO
HHBGGCIF,NO
FGACFBDCCEEIJ,NO
JBIFBHEGC,NO
EJDAFGHABCG,NO
DGJCFDDF,NO
DACDJAAHIJGHJBJG,NO
GCCJHHCGHIHGGAIDBC,NO
HAAFCICEHDCJGJA,NO
HDIDJJBGEAH,NO
JJIBFGBG,NO
FICIDIJCE,NO
CHCCBCDGGDFAJHEDFFH,NO
HCBBAEHBBEDAF,NO
ACCCGDIEFDBDCJCHEE,NO
IJJCJEFJCEDEDBBG,NO
JEGDHBGJ,NO
ICFECCCFHEAFEFD,NO
EIHGHIJDDHBHBAHHCGJ,NO
HGADJEJJJ,NO
EADHCHCFGGBEIC,NO
JAIDCBEBHF,NO
ICJGFGFFCFHHGFFHCC,NO
EFCIACACCBFCJE,NO
AAAJBEBDACBJ,NO
GHADIBFGGIJEHCEHDAB,STEAL
BFACAECADIIDBFHJEI,NO
CHADCIDDDIB,STEAL
GEGDIGBBIFJ,NO
AGDCGFFFDIIDGJGCEAG,NO
DGGGBIFD,NO
DCCFHIB,NO
HIECFBHAJDBDIFCIHGD,NO
CDJBDFBJCAGGDBGFFBB,NO
FADBIE,NO
GHEGCACGFF,NO
JBDFAC,NO
FBEBAG,NO
IBCGHIDCCCDFGDHEEF,NO
BEGGCDFJAHBJEII,NO
CIECADJJGFACCDBIECBE,NO
IBBGAJCCH,NO
EEGDDA,NO
JFGAFIEHFIFJGEHGBCF,NO
AJCACHDDIJADDBDGAEEF,NO
ECHFHJDBFJHJHC,NO
CEEIEEDCIGIGEBCIEDEI,NO
BHBBAGJDGGEG,NO
GGCCCBFIJEJFFDIF,NO
JDIBJFDDIGAJACJAGFE,NO
HADHEDECHE,STEAL
JDIEBBFJAHFHIHIJAACI,NO
EBFDEGJGJHFBCECED,NO
GGEJAJEDDCJBFHIFD,NO
BIHCGEBIJEICGCE,NO
AFGHEDFEAIGDJGEDBC,NO
BGIIGEAEIH,NO
AEBDCEB,NO
AGCHHAAAHFHAFCAECJ,NO
DAHJHJDE,NO
GFDEDHGAJH,NO
EAAFDFDGH,NO
IGJGEFAGBACD,NO
IEDJHEDDBCHFBCGCJ,NO
FCIADJGCGD,NO
CEDGCHGJCBJGBFGBIF,NO
AJDHFFFFIDAGBB,NO
IHHCAEAEG,NO
GEEHBDBBAEBAAAFA,NO
EJIGJBJHJJGGCBJHECGH,NO
CGEBJCEGCFGAGIIFAFAD,NO
EAJCACCAHBGFFBCIDG,NO
CGIBEEHHIAJBCBBGFE,NO
AICBGHDEHJJDACADJFE,NO
IDCFCEEJ,NO
HGDAEECBJCD,NO
FDHHEDHB,NO
DGGGDB,NO
CHCFAH,NO
CEDHBBGGJD,NO
EDFADCIAAGJ,NO
BGFBEEB,NO
GAADHFGAF,NO
AIEFCDIDDJCAEJ,NO
AFJADFJBGGCJGG,NO
CGJFHD,NO
DACFDAAD,NO
IFIFHEGGD,NO
EDDHJHH,NO
HJIJCFIEG,NO
FGCEGFJICACIF,NO
JBIHIBFGEIJCJJ,NO
FGHHIAAECEDCH,NO
DDGEAGIJHGDJGGIE,NO
GDGFFGFEHJ,NO
ACDDDFA,NO
IBGJCAEFIAHDFEIDIAJA,NO
IHJHEEGC,NO
JDGBFADCECGCACJH,NO
DJBHHECHJCJ,NO
EEJADBH,NO
BHJHBJGGC,NO
CAIDBH,NO
JHDJAFHCHH,NO
JEJGHCGAH,NO
HCBIJJFGBDJB,NO
DJBIDDDGFBDIAEHC,NO
DGHFFDGACAJEDJHEHGJG,NO
CJGGBHBGEHBEFIHH,NO
CIICIHBCAHG,NO
ADCDHHIIJFDE,NO
IIIBAHHHBEFJF,NO
HCJHJFEJFCCDJA,NO
DCFDAHJFJHEIFA,NO
FICBHEDEDDDHCA,NO
EHGAAJECBFGBF,NO
DGEHAA,NO
DBCBFGDII,NO
GIGGCJIIAGFII,NO
CCAGADE,NO
IEHHFBEFFFABAIBC,NO
EGBIGBJIEAIIEHIDJJCF,NO
AHAFCBHJ,NO
BCGCFEDCJBEHHHCAAGAE,NO
IFBFHHIFAGAAACCAJ,NO
HJJFGCEAHCAECFGABD,NO
FBAIGHHIAHGCABDHIEBH,NO
CDBJFGEEFCDFBD,NO
EADIAJIIAIABDADHFAD,NO
BICIDEFHGJEAB,NO
DJHBIIFCAG,NO
IJDEJIFIGEABCHGDH,NO
GDDGICICC,NO
DIJADDDIHA,NO
JJDJGJICCCEJB,NO
GAJAGD,NO
FICBBAECDHIIFFHIEA,NO
ADEDFJBEIA,NO
ADHFGFJJJIAIBHFB,NO
CHGJAIGEIFCGICH,NO
DDFEGHJIJJBIEACGDAEI,NO
GEFEBAHAAJDIIBJGFCAD,NO
HDIBGBGGJHBEI,NO
HFAAJIJHBIGJGJE,NO
DGIDHAFJGDGBDGJIABGI,NO
JBIHEHHFBACAI,NO
EJIDBEGACFBFBB,NO
GEJAEIGJHECJIJADFCE,NO
GGECAIICFDJE,NO
ADAJEIDA,NO
HJJFHBGHD,NO
CECBJEDGHJ,NO
FBFCCHHIEEAIB,NO
BDBAGCEJIGDAIBCFACEE,NO
DFGDCHBBI,NO
IICHGBEHGEJ,NO
HJEGAJGB,NO
DDFDFJCCD,NO
EEBJFHDF,NO
DBFFFHFHGIEIHDBI,NO
HHGHGIIFG,NO
CHIBIE,NO
ADJGIHFJHJG,NO
HCJGGHBBHFEBBJAEGCC,NO
GHAIBG,NO
EAHDICIEJGDHBJBB,NO
DJDIIDHJABJIGA,NO
FEFDEAAJ,NO
BGAEBADCACGCBDCEGBIG,NO
JCCGDDCCH,NO
JADCHJBAA,NO
GBHJHA,NO
IAHHJB,NO
FEJBHBFHGGIE,NO
EJDEBCIFCDE,NO
JEHIJC,NO
GCIGIJAII,NO
CHJHCGD,NO
DGIEDDHABF,NO
HHJIIDJCGEEJFGAICIJB,NO
DEFCGCHECJDBFFH,NO
GJGIEHAC,NO
FFEGAFDJIJGJBBDG,NO
IEFEJFEDAEDIAICEG,NO
GEEGJJAEJDG,NO
DFGCABIFDHAJJHA,NO
BEECBJIDI,NO
GIEIGJDFCGI,NO
GDHBEHFCDIHIHHGA,NO
ICIEDCHFJGJDD,NO
IBAAFFAFDG,NO
DBDDFEIJEHEJ,NO
EHFEFCGIBE,NO
AHDJABIC,NO
GFBBJGIDGEADHIAGCG,NO
EGIBDDJHCDC,NO
EFHIFFC,NO
FGBEFBIAI,NO
IDDDIHDABJAFJJACIIF,NO
BBIDJCACFEGJCJEBCDC,NO
EBFADJGFABIDBFFE,NO
HBCFDDHJED,NO
BEDDGFBHICEECCBAGHAA,NO
GEAFDFJHAC,NO
GAFJAFDIIEDBFBBFBA,NO
FJJEDIHFCD,NO
BDHHGJFICEFC,NO
GDACCHJC,NO
IFCCCDFIIEAJGJDC,NO
CCAJCCBAICBDHAIB,NO
AEHAJHIBCCAIICABDBIB,NO
FEIAHHEFEBA,NO
HJBDACGJCEADC,NO
CJACCBIGJFIJF,NO
JEGCGCFBAGEEAEGCEF,NO
AAJBGFI,NO
CFDGGDIAJHFGBA,NO
AJGBEBJAGJH,NO
ABJIDCHJJGFBEED,NO
IIBABIDAG,NO
EIABEACCB,NO
BGGFJGIBBJFBBHCC,NO
FJBCEB,NO
IGFJHFICBHHHGDJE,NO
EBFFFED,NO
ICHDEGEIEJAE,NO
BDECHAHHIJIEADJGH,NO
JHBBIBDDGBAJ,NO
EDAAHE,NO
HAHHIHFD,NO
BDCIBGHFCAIEBH,NO
AIFGHIGEIADCGCAF,NO
ADEAIJH,NO
CJCCDFDIBJJI,NO
ACBBDADAGGGGHG,NO
ABIHDHHFA,NO
BHEIGE,NO
IIIGAFFIGAIBFCED,NO
GJGHAICCEBDJFI,NO
AIHECBIBEGGAD,NO
JHFJGEIC,NO
AAAGEG,NO
BBDGBFHIJBBDCGEFH,NO
CAFBJJHDDJI,NO
JFCBABDEJCIECFFCD,NO
GBICIGGGEGBCBBCI,NO
FDGJFGCJBI,NO
DADBGEBFGHIA,NO
GJDIAICJIIEHAAEHG,NO
GCADAHC,NO
IHGHAJFEFDI,NO
BJHDBJCDBC,NO
DDJEFCACE,NO
FJBADFJACJFGG,NO
CGAJFBJIEHB,NO
JEIGGEBGJDGIADF,NO
BDCHEFCJHHJGIB,NO
GDFFDBFEFG,NO
DFAJDGGBEH,NO
HHJDBDDCI,NO
CICFDJGHJFFADDJD,NO
GJGHJCEBIGIGDHCEJEHH,NO
AHHAFGD,NO
IFIIHHHGEIDAHHAIF,NO
DGIIFFDD,NO
IACAAAEEIDCJJDDJFJCJ,NO
AHDGII,NO
DDFFIFJBDDC,NO
EAJDIEBCCGIIEEC,NO
IFDDHHFA,NO
EDFHJDBAHJCIAGBFICG,NO
GCFEHJIFFGBADAJ,NO
FIFHCFBEJ,NO
JJDHJDGJ,NO
AEEJIDHAEGFDAACD,NO
CFFABJIDCJECHCFC,NO
FEDHAICJGHAHDGBBCAI,NO
GCCJJCAAGCH,NO
GDCJAGHBDEEBDGAI,NO
HIFAHAHJIGBI,NO
GEHCDJIIIGE,NO
BHHGBFCIGA,NO
IDFEAGH,NO
ICHCGGFAJJBBC,NO
DDJJGFIAGCJBBDDDDA,NO
CJBFJBGIJJEFF,NO
EAJJIF,NO
FIDGGDDIBGG,NO
EHJGIDEJGBCIEFEJJAE,NO
JCDCJGAABIDJAFECCF,NO
EFBDFHCFGHBBAIFCHAID,NO
DHHFBJDEGFIBG,NO
GHEDJAGDBCHIDJFC,NO
DEIDDBJEA,NO
FAFAEGDDDJHJIAFBHIF,NO
FEDADBIDGHJDJEACEHF,NO
JBHCCDJDECGE,NO
DHJEJHGGDDC,NO
GAAHBJBEG,NO
BDCDFBIAAEHGFBJJDDDD,NO
IGGJCAAHIJCJDAHHAGD,NO
JDFGBD,NO
ACDGBJCGGDHGGBBFC,NO
AFHFJEEHDHEA,NO
JCIJJDEJAAEAEHIBEID,NO
FBDIDHII,NO
HGGJDJ,NO
GICIHI,NO
CACEHHFBACFE,NO
EBDGBHJID,NO
BAJBFHDCEGGBCCDJCGD,NO
FEFAECGAHCAEBICGHB,NO
IHEAFBBEFJIAGDEDDCG,NO
DBJBABFIHCJF,NO
FAABAEJIJ,NO
CAFEAIFFHBDGD,NO
DJJBHADCGHHAJBEFIEJF,STEAL
CEHEEFEJDJFCFIJE,NO
DCAICDHF,NO
HGDCAADAEBEGGJF,NO
HJIGJCAEH,NO
JAIJGBEDEAAAFIEAIJH,NO
FFFIFFEADEJJHCHIH,NO
BCHCFCHCGIAIBBBB,NO
GGEFDBHFDDJEAI,NO
CIBGAGFHFEFD,NO
EBDHGAGHIEGBEGCCDAIE,NO
HCCCDHIIDIB,NO
JIJIDEHDDCIA,NO
BDCGCFFCACABHCBC,NO
CJDAEHGG,NO
CFBGDGBJBIJIIBBHG,NO
DHJJJFICBCDEGHBB,NO
BBHGHIAIEC,NO
JCIAJFBBDIJEFIIGEJH,NO
JFEHBHEDGBDDCHIFE,NO
IJGAICEHIIDHACGHCHAE,NO
JIGGFCJAHCBBHFDCF,NO
JHCFEFJGHFEIE,NO
JCBFDGHIDA,NO
FHIJCGIDCIJH,NO
CIGDFI,NO
GIIDIIE,NO
DCFFGBAAHGCCJHFFIC,NO
JBIDGFDC,NO
BEIACCCABGHHBJEDAE,NO
HGDAGCGDCJBDEBBFECCB,NO
JFAHFAEHFICHFEGI,NO
FDGIJAJJDAEI,NO
HJHADAEIDI,STEAL
EBIGFABFEBCJADD,NO
CABCFCCCBEAJAJI,NO
JDCEHEFB,NO
FFJIGAIAAG,NO
GEEBEDBHHGBDJGDJJFGJ,NO
FBAEJCI,NO
GFADDFJBBHFFEAA,NO
HCDFHFDCJGIAEIA,NO
EGBAFGDJBIIGHI,NO
GHJFJICC,NO
BFJJEDDFFFAEHCHDI,NO
AICEFFHGGJFFJGGD,NO
JGEEECGGFICGIGH,NO
JEEFIIEAGEIDECEE,NO
IFDCJFJEDA,NO
GFGGHIAJHCI,NO
IHHDDICGDBIIJJEBDIGB,NO
IJGJCIEAH,NO
GIAGAFIAEHI,NO
AHJCCHFC,NO
IFCFBGIFDBJ,NO
FHJDEAHJECACBJHGBDFH,NO
HDAFHEEF,NO
DCIBFJHBBDFCD,NO
GCDDBDCFCFFCAJA,NO
CCFFJAFDED,NO
EDIAGEEGCHEDBDI,NO
ADBEIJEEJJIGDIAG,NO
CEIGJFECEHH,NO
CGIECHEIBIBGJEJI,NO
IEDGFAFEGFADCEDCDJD,NO
HJBBICAAHGCIGDCEIAJ,NO
DIDABBECIBACDJBGJEB,NO
FHHIBIDCBBICCJB,NO
JGJBHCGCD,NO
CCADCHFCBJCAJDJ,NO
FBDHJFHHJHAHBBADFEHF,NO
HIBDICAIF,NO
BDACIFJDGHHAJI,NO
CBJHBB,NO
DEADICAEIIGGFEI,NO
HDHHFHJHJHDJEE,NO
FEAAEC,NO
IHJCEFEJGIEEBBA,NO
FFDCJJIC,NO
EJDBFGDIIAEHDDECC,NO
IJCAJAGEAAJI,NO
DGJABIJC,NO
BBDEGH,NO
FECCEBCEG,NO
HHJEAIJJFGDGCAEIGIA,NO
EJAAJAIDB,NO
FFEIBG,NO
ABDFHCHHICGCFJ,NO
ABHBCEGAGJH,NO
DCIJCJACCIDHJDD,NO
HEEIBGFJDJ,NO
HAHBBIBEFHAAJ,NO
JJIGGJIIEBFI,NO
EFCDHCF,NO
IFIEAEH,NO
HEJJHIIIECIDECDE,NO
GGHDFEIJCHHJCDBHFA,NO
EIHACBCCAI,NO
IBDIFHFBFHEGGIC,NO
GAADCEGHGJ,NO
HGBCDIAGEJJIHGHDAJEF,NO
GJGFJBHBCDBDDCFAC,NO
BGFIAHBIC,NO
HHFIICJGDJBAJB,NO
GBGBGBDDDBFHCFG,NO
HJIBAGAHHJICC,NO
DICBAG,NO
CCDDIABGDFAHJBABGJJ,NO
JECDIBDHFDCAHHEB,NO
CABHEHFIHGFAGCFHIBEE,NO
CFFDHCCDBIC,NO
FEEFDEEJJGDGEH,NO
CDCEAJH,NO
IEBFBFBEJIHBAHCHGB,NO
DIIHBJHABEIBAAJIDJ,NO
BFBHJF,NO
DFADFCAFDAE,NO
ICACGHHFEIB,NO
IAGDFEBAGCJJBCI,NO
CEJDHICAAHGBCG,NO
CAAICAFI,NO
CHIBCDJFCBFGBBJHAB,NO
ICFDFAECIFGDIGHCGF,NO
DBHHAHHABHJCBAHF,NO
BDCHGGFACJ,NO
DDHJCEF,NO
IHDIIJGFC,NO
IDECHJBIHHFJIHDHGB,NO
IBGAJHBHFAABAEDDDGHA,NO
HGDIIEBECEFCIEABC,NO
DBFFEHIHAJDAFEBGGA,NO
CGHIICHJH,NO
IJEHCJFGHFIHHAEHI,NO
FDEHFJG,NO
CDFBGBGBIAFGBGIJ,NO
JHIAHDJEFJCEJEJ,NO
GCJGJEIAHJ,NO
ACHDIA,NO
IBFBHCE,NO
EJIIAECJ,NO
GHEJDHACHFFHJCAFGEAB,NO
CBEEIDBEGJJFAIC,NO
JFDJBDFBBBIHFEIBGIEG,NO
IABBGGDEIBADHEC,NO
HGFEIHFHAGGDC,NO
FJIAEE,NO
DAFJFIJGIFIIHCGCC,NO
BDFAADIBFEDCDGEBIB,NO
DADAGAFFJBIEAG,NO
IFGICDEEBAC,NO
AAGJHFBI,NO
ACAJHJJBIHDJH,NO
BHAADBIHFACEGBIB,NO
HGDJIEICJG,NO
HGCJGFJJHHEFIHGCB,NO
IDEFAICICJCDDDEA,NO
EABBCJEEGBCFDAICD,NO
JCFHHHJJFDFGAAG,NO
GFHEIGFAH,NO
IGDBCEBCDJHAEEDBHC,NO
EEHHHBJEDICDJAHFA,NO
JHIEDHC,NO
JABIHG,NO
DDFBCBGHDEH,NO
HIJCJEGAEFBH,NO
EGAGBC,NO
BGFAHIHBJEIAJ,NO
BBBIEED,NO
BEBEFBJJJGECD,NO
HDGCBA,NO
GDHHGDFFGAJFIFJA,NO
DAFGHJCBGGJDJABHDGCJ,NO
ICJGEEEJHEHJCH,NO
HFEBAGJIHGHB,NO
FCACDEBBDHFJGCBDFGBE,NO
GAGBGIGDJD,NO
AFBJBGDH,NO
JEJJCDJ,NO
DJHCIGBAH,NO
CDIIFIFICJGGCJGDHCAD,NO
GJBFBJDGHIFCDIIBGG,NO
JFCJJFAHCG,NO
IHICEHFBBGGBGAAG,NO
AJHICCAEJG,NO
JBHGDCIDGCGJFADDCJC,NO
EBDGDBFB,NO
EFFAAJCGAE,NO
BIGCBHJGGHEIACEJ,NO
ECDCICJGJIGCIECH,NO
DBDIAJACEDF,NO
DGGAEHHH,NO
IAEJIGAHCAJHFBDIICI,NO
DEJAGGHDHE,NO
JGIDIFFGGEA,NO
IHFGDDHE,NO
JFEJFCHA,NO
IJABJBCEEHCJ,NO
EIFEBG,NO
GBDCFGIEBCGHJHABJHA,NO
HAEDDDCII,NO
ICEHIGEJCBFEIJ,NO
DDFDABFHGHGBBDBAB,NO
BIFAECHIG,NO
IGIAEGHHJ,NO
JDCEHAEE,NO
AGBGJHBAJJCCJGA,NO
FGFCCBEIDIGDGAFJBGF,NO
HGABBAGEICHJI,NO
GFCDDJGFJCHCD,NO
DJCBBCAJBCGGHJCICAGD,NO
BDIEDHIDCCHEDFCF,NO
EAFGEAHBFAFGD,NO
DHGBJJBGCEGBDECHIFJ,NO
DCIHCHDGCHJHEGJJEJ,NO
BEFIHDDFHEIDEDHD,NO
GDGHAJGACJGGIJGJ,NO
HHIDJJFEGBCJIG,NO
HIHGFIEABGAJH,NO
IECABFIEEGGCBBBF,NO
HIFIGEAFJCGHJH,NO
GJFFGFIICFH,NO
CJHICHEJHFG,NO
CDCICJCIACCE,NO
AHCABFDGFCCBICIJJEBC,NO
JJACHJC,NO
AIDHJGBFHCB,NO
JAFECJ,NO
JFJGBIBICIDFGAHHI,NO
DHADBCDG,STEAL
CFDGAED,NO
GDDFIDHBIFHFIEFHABBE,NO
ECBFIFEIGHIECD,NO
FCAIEAGAHJJCJJEA,NO
GDDHIGFGH,NO
CJGJJAADJ,NO
FCCBCIBJIGBHCD,NO
IDBCGCCCABCE,NO
AAEDGFECIAHFACB,NO
AICHHHFBEJFHFEHIEB,NO
AFDCAIHBFJJJ,NO
ECJABIAIBE,NO
IFHCDCBA,NO
DFIBBGIGHGH,NO
CFDCEDA,NO
GCEBDIJJHBDIBE,NO
GJJHBJJJBDBAJ,NO
CDCCEAHHCFEBEGDAAAJC,NO
DCGCDDIADEG,NO
ADAGAAAIGGGA,NO
IEEHAEBCG,NO
CHIGAGFDCAGIIHFAH,NO
GDIAECFEHEGIIFGFBHDE,NO
HHHAIFF,NO
BEFCEDGHCHIEHJIEGG,NO
IGFJGAJJCI,NO
HBIFDAFDEAADDJIA,NO
HFJJDIIJJJHJGCDHAFE,NO
JGGEDH,NO
CAHADJCGCDCFAJAGHJ,STEAL
FCDEFGB,NO
GJJIJECECBBIFEE,NO
FGFEFJDBHE,NO
HEEDJACFHACI,NO
FDHEECBJHJGJHAEGJCEA,NO
GEHGBJJIFDIBJBDBABA,NO
JFBABGFEAEGA,NO
JJHDIDHHABBFACEBE,NO
GJGFEBBIBABDAEDDCCD,NO
DJDJHJHEGCDCGBBIAECH,NO
IFDGBBFABDHI,NO
HCJIEE,NO
FBEDCCIGGBFJCEI,NO
CIJGDGCBIIFGDJJCEGBH,NO
ADCCFJDEHGDAI,NO
HIBDCECAHCJC,NO
CBEFFGAFBGJDFEEIIDA,NO
FIJDHCEJB,NO
EHDHHJJCDBIDDGC,NO
HCEJBDAGCFCE,NO
CFCIEBCFCEGGAFCAG,NO
DHDGICHJEEEEJBIJ,NO
FJIIGFEE,NO
DBBIHGEHJJIDJ,NO
JEFDEECFJJBGICCADID,NO
HCBAHBCAJEDFACI,NO
BJEAIGCFBIECAEAHGI,NO
DJFHJHAFCD,NO
EECBHECFAGGCIBGAGJ,NO
FAEAIIIJDGEAHC,NO
DDJJAIJDEAIF,NO
DGFEHBCBJGDFFDFGDGI,NO
GCHJEBBEGCECBABEIHGF,NO
BGCDJIACBJF,NO
AAFIFCGGBG,NO
HGEGFCF,NO
FGADDJDAGDJBJIFIBDB,NO
JDJEEIEACAACBIJIB,NO
CCJGJFFHAHIIGF,NO
GCFHDEIHC,NO
EDEEHADBFCIBAGCDFBDJ,STEAL
HCCJJAJIJHCBFIAFFBI,NO
DDJEBIHIAIEJFADAEGA,NO
EJGGJDCJ,NO
HDGHJIEEA,NO
ABGIFFDJFBHA,NO
BFFFCGBIJIBIHDFCDDCG,NO
FDFDCCABAFCA,NO
AEHHHJ,NO
ECIHAAJ,NO
DABICEBDGCCJECGGHHF,NO
BBGIIFEEEHAJAD,NO
IBHHJGHGBHIHCE,NO
JJHDGAADCGHGICFICIJ,NO
CDJJBEHGHEIJEAAGC,NO
FHJEFBGGEJC,NO
AIAJIHC,NO
FAGECFFCCHGAFBBCIGE,NO
HIEGFDGBJHEE,NO
BIFCFDDCC,NO
EBFHFGHJD,NO
BHFJFDBJIGIEFDHH,NO
HADIBECBGJGHAF,STEAL
HHDGIABGFAEAEBHJD,NO
BHGCJBFIBHGJCAFCJE,NO
DEIADFFB,NO
DGAJECEIEJGFFCFECAEB,NO
IDFIIBGEIGAF,NO
DGJAEBADAFFCCEI,NO
BFJGDAIDCCJC,NO
CGGCAABBDBDICHBF,NO
BECEBD,NO
CHHFIGDCIE,NO
GHAEFFFGCBJFJ,NO
IAIBDIEIHH,NO
FCFHAIDGEFEJCDCEHI,NO
HBHCHFHEBGDDD,NO
HHHJBIEHAHJFG,NO
HEDECIG,NO
BJAFEDAACFB,NO
HJJGCBABBGEHHIJGECF,NO
JGFGEAH,NO
HIJCFFDG,NO
GIJJACJCDDCDJFEFI,NO
FGJJDEJ,NO
IDBEIDBHECJIJCCAE,NO
BJHCAGBEHEFIGGIH,NO
GJGDEFB,NO
EGJFACIABFCFGB,NO
BBEBADDGIIAJF,NO
CGFHBCCFJJIJFG,NO
DCAHAEGABAEHBCJI,NO
GIJAHAIJJIBDFCDIEFBC,NO
CBHFGCCCDEEGIFIGA,NO
ACIBHCHCCCEBIEJJACH,NO
IIHFIAEGFIDAIIDFF,NO
JJEBBJBDFHDHHCGIBE,NO
HIDCGAFEEJIFDFHEJ,NO
CBIGDIHIF,NO
BBBGEGFAA,NO
ICHCCFCA,NO
EGIHEAHJFFICDEII,NO
EJAIDIBEJCCCCJ,NO
HIHJHAHHI,NO
IGHBIIGBEFFDGDCB,NO
DEJCJD,NO
JGADGIFC,NO
CGDICB,NO
CBFBGEJCAEBI,NO
GAEGJH,NO
EFDFEFFG,NO
FFGBHCFHJDHBJIDFGIJC,NO
JCFABAAGBBJE,NO
DHAGIDCACDEHDFCH,NO
IAICCBABFEHCGBDDCBFD,NO
ICCIFJBJBAEGDHBJGFD,NO
IHJHIIICHDDC,NO
BFIDGDHICIICAHA,NO
FFBEJACIBIDDCIJHB,NO
JIIBGGEFGDDJFCFIBE,NO
JBGFCCE,NO
CJEJDEBIFIFEGHAIEI,NO
EDDJCCEEFAAHAIGDCIJI,NO
IEGHBGEBJ,NO
GCEIEBAADBFCIFH,NO
BDCEFIIIAFGI,NO
HIGBHGGGGFFGI,NO
EIGAFIFGD,NO
BEAAADJGCJFI,NO
HHGIDHICHGGH,NO
GCHGECIFEEHDGBGFGBEB,NO
ADFCECECDEDDA,NO
BCFGAI,NO
JJEBGJCF,NO
IGDBHICCFIAIAFEH,NO
HEJHACACFFGGFJDDFC,NO
EHEGAADEBIEDIBJF,NO
GGBCHCFFHIECCFCHFGF,NO
ECFGBEIIFHHAFFIJ,NO
CCAACBJFA,NO
IECFGD,NO
DBHJBEHDE,NO
DGGIABDBIBHJFHEDCCDC,NO
BFFDBADDDIIGCCD,NO
GJJCCJGFADEE,NO
GICEFHFEGF,NO
HCEHEBFADC,NO
BHCCBAIIGJGDHCFJJJD,NO
BFGCIJHFDE,NO
IICJIIBEHEGCCHGAH,NO
HGBGIEBJF,NO
AFFCHFJAGC,NO
HJBGFCH,NO
GEHHAFJFDADGFJ,NO
GHDEHEADFCBIEIEEA,NO
JCBJIIGAGHGCCJJECCB,NO
HABEFAAI,NO
DFBFJCF,NO
IDIJBECGJHHG,NO
BDBJHDACGCIHDAFG,NO
IDABDE,NO
JHEDADIFCBDCB,NO
DGEGGIDGCG,NO
BAIDBBJE,NO
GDFCBEGIEHGCJGHE,NO
GCEDFACE,NO
JGHIEBBJBDFJCBG,NO
HHBCAHJAFHA,NO
JFIFCCIDCGHBEHEIICBB,NO
DHBBFDJDG,NO
ICIGIICDIEFDBDACBF,NO
EBFHIHIBCJIADHC,NO
EJDEJGHGEDADFB,NO
EHBABDEJFEHC,NO
BIHEFDCEIEFGIE,NO
BHEFEAIH,NO
DCIDDGFAHDHCBGBEFG,NO
FFCABHFCEJCG,NO
GIAHEGIEBCCAACAJ,NO
ADFIHJB,NO
JDDEGHAIHHID,NO
IFBCDJHB,NO
IIGJAADHEB,NO
DCADIABDG,NO
FIFBIJDHJB,NO
CGIFCHEDICCAHEAHE,NO
FDGDIGBHCHG,NO
DCCAIHFBGBBFDBIBAFEF,NO
ADHJCDHJJIFCDEA,NO
GBFIJJDIDIEGF,NO
IFBHCEF,NO
CIJGGFBDBFIGD,NO
CHDBBGBFBADBCIBD,NO
HAGCEAHGFJEEBEFACEE,NO
EDCDFJIIBAIEI,NO
CCAHFEJIJ,NO
JHJIIAHJJICBFHFDIJ,NO
EJIGEGHBFECJH,NO
EECJIJIIAJAJEFAFDAF,NO
HHCGFHDCIBGFJJFJDJ,NO
FHHBAFGAEBHIDI,NO
AAACDJCH,NO
IBCEGHJBHJHFHBJEJHF,NO
EDJGCJAEECH,NO
HBGCFGAEGGFFCBDDB,NO
GGCCIGA,NO
JEJFDGFDHAACHBGHG,NO
AIABGABB,NO
JDFCGIGH,NO
EJBCADBJFBAIJGF,NO
JEBDHIJGHAHAIGIJIA,NO
JEAGIGIIAHJIEIG,NO
HEEAFGB,NO
ADFEIEEJCGHCFBG,NO
HFDIFBHIBCGAFDDBG,NO
JAGICJJJFH,NO
DBIBBEDFDBCDFBEFJA,NO
FFFHHI,NO
GBFBEGJAAIJJJACFEFF,NO
CEABIBH,NO
FHAFCFCEG,NO
HDCEFFCEJGH,NO
JAACFFDJI,NO
IEBHDCHIJEGICJA,NO
EEHDAECDDFADIIECJ,NO
DHBAGCCDDJJAFDBCDEJC,NO
EBAIHDIAJAIG,NO
HEHHEJFJJBF,NO
GDEIABBIC,NO
HAAAGIIJDBIE,NO
ABBJDCBJIJFH,NO
AACJAAFAEBCIBGH,NO
CCDCCAEJBEEG,NO
DHIGDCDAG,NO
FCCAEIDEDAABAAIDH,NO
FGFACGGGHB,NO
AGGHGJJDDHCFGAIAJAGA,NO
DBFBHIDBFGEGBEA,NO
JCEIII,NO
JCFHFFJEJED,NO
BFDFGJIGIB,NO
CGDEJHJFGACHB,NO
