STRING,OUTCOME
IEEHJDDEDICED,NO
ABCGBEH,NO
GGICJHDGCDI,NO
DHHDGHGBEBJB,NO
GEIFBHFFHAFBFHIHCE,NO
FIJFBHIJ,NO
GHICDFCIGA,NO
FEAJEHB,NO
JHDEEFGBHBFJABEFIG,NO
IHEGECH,NO
BCHFDJG,NO
EFJGHBJG,NO
CFAFJHHCAAA,NO
CADICIICBFHADAEHADEI,STEAL
IFBBBCGHHIGDC,NO
AHJEIHG,NO
HEAIBBBEGJGCCBHJED,NO
CAEHJFIG,NO
CJCDGDFAHG,NO
JIBHGCGAEI,NO
CCGEIDGCHIJA,NO
CJBDCAFGCFF,NO
CBGDCAHHGAB,NO
HGBAIEIAA,NO
IGABGDCCJDAGBHD,NO
ABEFBGJGDFFDDFIDB,NO
CAFCJGHBFIGEIHBFHF,NO
EBIGHHGHBDHHCBJFHCJ,NO
ICCHHEJEIBHGDAE,NO
JDJBDJJFECHBCGG,NO
IFHJDGFJEEIFBCB,NO
HEJJAIHDHGECBJGFHFEB,NO
IJCJBJACAHIGE,NO
EDIGJEHCBIJJA,NO
FIEFBEIBCD,NO
GJFCICAGHEDBJIIAFBF,NO
GBCJAECFFAJEA,NO
JAADFGCE,NO
BBDHBIIAGD,NO
JBIDDACAHAAGHGICGAA,NO
JDCDJAIBIE,NO
CIHFIHEFGJBFFEEIDDJA,NO
AGCHJHCJCEJC,NO
IICFHBICCFFIDFBDACIH,NO
CACIAIJFBJBFJIBBB,NO
JJHECGGDEIEG,NO
IAABCCGCDJE,NO
CEFGBFAIJBHJEIG,NO
EEJCHJHHJ,NO
GAGDAJHCCJEEHCE,NO
CJICFHADI,STEAL
BCHGJBECICIDJDIFIH,NO
IBCCCHJHHGFDAHHA,NO
IGFAIJGC,NO
JJFHCCIAB,NO
JBCIEGJA,NO
CJDHHCF,NO
ECAAGBEED,NO
IAJECACCICJB,NO
GIGHCCFH,NO
IEDHBBICHBD,NO
JAEAGDCF,NO
EHGDIBC,NO
CAEHIGHJ,NO
BJBBBIJHDCC,NO
BDADIGJCGHHHA,NO
IIHIJFECHGGCCGJHE,NO
FFEIJDHAEADEIEDHH,NO
GHACHAIDIEHFAH,NO
CBJBGHBBEII,NO
GJBEJAHEI,NO
BAIEIEBJ,NO
JCFCJACCGBIABAD,NO
HBFJDEICEADIJAB,NO
BBEHAADEBADG,NO
FHFDFFFEFJGBFCDDHJA,NO
IIHBDCBFCEH,NO
ABAHHIAECGEDEGCBBBE,NO
IAHIEACD,NO
GIEGBCGFBAEHCI,NO
BDHEAGICGGBFBBDDIFE,NO
HAHIIAJJIGIDFHAIE,NO
HJFIHEEEEHHAHG,NO
BFJEBJHF,NO
IHGJBEBFBE,NO
IDIBFGDFI,NO
DJACIHC,NO
FBFEIDBDBCBDIJICAG,NO
DHCJGFGDDJ,NO
HDEIGDJ,NO
ABEAFHFHBHCFIBI,NO
HGHGIJGJDGBAGJBHIGAD,NO
CJIGIBJ,NO
CEDIDDEHCDDIAJF,NO
HFDDDFIBJBAGEDIBJGC,NO
AGHIFDFHDCBJFBIF,NO
EBCAFGAJA,NO
HDEGHEIEIBGCIJIFBDB,NO
EFIIBDFEGHBJICIFDFCH,NO
FDDIJHECEBBBJGAEHI,NO
EIAFGEAEJIHGJFGBBDJD,NO
HJFFJDCCFBCCBE,NO
GEBFJHIIHJFBAHDCHDA,NO
EEEFFDIGACIJI,NO
FIEHGDCFEDIIIC,NO
AEACEDIGBAH,NO
GAJEEGIHDJFCEE,NO
AEEAEJEIACEAADDHEH,NO
GHIHGBCHFJAHHFBHAHG,NO
HJDBJIFEIFAEA,NO
DDDIFEFDHFCHHDDFID,NO
JIBHAGCBAEABIGGCGCIH,NO
JEDHICJ,NO
FDIIHDAHHHE,NO
EFCIGJBFE,NO
DIJAIGEGFAAGI,NO
DGJHGGDFFHIGII,NO
AFJDJICJEBFBIFCJ,NO
ACABIGIBEFAH,NO
BFIEDJB,NO
IBGCCJFBACEAJAFAJCAJ,NO
GJAHDEDABJJF,NO
BDFGACEHCHIGEIHIJ,NO
BHIAHJDIFJE,NO
AHBGICJC,NO
HGEEFJ,NO
DAFDACAHFEC,NO
FEIHECFCICAFCF,NO
GJCGEDFJEFGHIFJ,NO
DADAIDIDI,NO
CAJIFDADHDJG,NO
AEGBIEAFJCBBCHDF,NO
FIJEHCGHJC,NO
EGDBEHDEFHIJII,NO
IHBDIJJDEDICH,NO
JAFDIHBCDBAHGJICAGH,NO
AIGIJCFIABIEBIEAHFH,NO
DAAJIBBJIAJGDBCGCEII,NO
GJBFGHDJBJJEFDGJCJA,NO
AAJIGHCGACIDDBJJIIEG,NO
BBEDGJCCGBCG,NO
HIABEFJFEAIGBAHIICC,NO
EEFCCAGFCEIAEA,NO
DDDBCCGJECD,NO
HFFBHGEDAHFBJDFAJF,NO
DJIGIHEDBECHJEHCHGE,NO
IHEIJDEDBCBCGCFFF,NO
CGJABFBDI,NO
HEJBHCBDDB,NO
DICAAIBDIBFCJAHJ,NO
DAAAIBGBAAJGIGEHJF,NO
JFIDBBGACFBDEACBJG,NO
IHGGIECJDAJBJAHEG,NO
HFBFABBD,NO
JBCHHJIE,NO
ECICGDH,NO
EDGHCBCJADEG,NO
ICCDDCBCEIFAJBFDCBDD,NO
DFFHAFHAGEJGJIBIIF,NO
EEDAADBFDBJDFDAJB,NO
FHEGIB,NO
IDCFADACJABGIFFGID,NO
AFJBBH,NO
GEEEAIHGGFJCAGD,NO
AJDFIFCFBFJEGEIGJJF,NO
JHAFFEIGGACBFHGJHHJ,NO
GBBJFIDFIIEGAAFAEB,NO
DHEACHFCFBBBEFJE,NO
FHGEDFB,NO
BHGAEEEEAICD,NO
BDCAADCDIBJEHFBDAIE,NO
JJGJGFE,NO
EFJHBB,NO
JFCBGIIEBDCBBGB,NO
JAAEECBFDFHE,NO
FDDIFFDIDAGADGBIIG,NO
AHBBCFEGF,NO
FBJDACBBDCAI,NO
CDDDIDIADIA,NO
EBJBFAHIEBI,NO
ACBIFGJ,NO
JBHCHCIACDEAJEBEAGE,NO
AICABCHGGGB,NO
ICBIDBCIDDIAIF,NO
IEDAEIIECEAEEE,NO
HBHECDFCAACBGEA,NO
DDDCDBEHB,NO
GFEAICEGAJACDGF,NO
IBCBGH,NO
DGIIEJDFIH,NO
EHDEHCDDAJDGCADAJ,NO
AGIEJEEHGBDHCHCBJ,NO
DCEFDC,NO
JAJCJFFGBDHCDBFFCE,NO
BHGBFBAIDBBJBAJFD,NO
DCAEEFAGEDEJAGD,NO
BAABJBAEFIEB,NO
ICDCHBCBA,NO
GBDBFIHCEAGFCHHJCH,NO
AHIAEDCGE,NO
AEIFDFBHBGGGGFGGI,NO
CJGIIE,NO
GHFDJEFHFEDD,NO
HIDBJEJDGBFCEB,NO
FGHACHFCGGHFE,NO
JADBFFJAAAA,NO
DBBBGHACIFGJCEHCDDI,NO
CDCDEA,NO
CGIDJJ,NO
HGEFCGAFI,NO
BIIDGJA,NO
IIJCHDGGGJAICBB,NO
DBEHBDEEGJH,NO
IFDIDDH,NO
GEAGJFFDAHECEJG,NO
IGAJDFJABEIFFJBEBAJ,NO
FBICDFIHHAHDIBCAICID,NO
FCBCGAG,NO
IBIBHGGI,NO
DJAJBAJFHBGJHB,NO
JABICFJA,NO
FABIHIGICBIB,NO
HFGGCJIJ,NO
HGAAHDHFFBDCFAEFI,NO
IEAJDAADHDDHDBJCGGEE,NO
IJJGIGGGJHBJJAGCH,NO
CHGDICHCDEBDIFF,NO
HIFACEEFDJHHIFC,NO
EEDEDFAAJCDJDBAGFHG,NO
IFIDDBFFII,NO
FGIGID,NO
JAGDAHCHAFACDBJG,NO
JFDEJGACIGAIEE,NO
CJFAJIJEGGIFDI,NO
CAIJGICEGDDCCHEAE,NO
ECFHBBADEJAGB,NO
BDJFJHFJDIFEDCAED,NO
CEFDECBAHFCFEIDBF,NO
IJCEIGDFCDIIAC,NO
FHEDGFCDFBCEAFHHFGA,NO
JIBDGAFJEG,NO
HEIJFIEICGHHBFJHBI,NO
IFBJFFGFAIEC,NO
BGGDCGCFDHHIIFAAJFF,NO
JJGDCIDDDAIJGAGBDDDJ,NO
BGJFIJIJIH,NO
IGDIHHFBAHEBDAAB,NO
JCHIIGEDCCJHAGF,NO
BAFIHBFGJHHBH,NO
DEIIHHEDBGIDAFCE,NO
BBIDIDBGGDGEHCEHE,NO
CCIGGFDAFGHGE,NO
BHDIBCHCFACBBHGA,NO
DGAAIBEEB,NO
CJDCGEEAIGBGDIIG,NO
FABEBIDEBJIGDIE,NO
DJFCJIHDAHCGDBFBGCD,NO
AJGAEAECICDCA,NO
GJFEFABDEAJGDIGG,NO
GHHFAI,NO
CDBIHJJBIC,NO
GGADEF,NO
JGABBIBHIHDJA,NO
AGAEDHGIFHHEG,NO
FJAGCJIBHHEAAFAF,NO
CGEHAGDEJJHJHHAHA,NO
GJCAFEBE,NO
BHIJJGABIBGJBDGBBBH,NO
CDCDFBGJBJBACHDEI,NO
JDEFJHHEG,NO
EFEJIDGB,NO
GCJDGGF,NO
GGGIGBGABAB,NO
JFGFCEIBFABGBHH,NO
JHCDAIHJHEDFIGIFIA,NO
FDIFFEHBCHJCBA,NO
GEDFJHHBIG,NO
AJDCCE,NO
BAAHFCDCCAIAJADJE,NO
BAHJGJH,NO
HEGGIHHCDEGDBBF,NO
CJAECCDEHIEBIA,NO
CAGBCAAJFD,NO
DHCFDJJGJHBFJCBCEGC,NO
CGGDACCHCF,NO
GJBFBGBG,NO
HGBDCCHEBJFG,NO
CBGJBBEF,NO
GEGDCHHHGAACEAHJADD,NO
FJBDFJFBHGJICC,NO
DEDCEIDCFD,NO
BEBGJEHJHBJAI,NO
CFHEBFBJFEF,NO
AEDJACJJGBGBFFBIJ,NO
CDIDAHGCB,NO
AEHEDEG,NO
FIFGCHFICBACFHDGHJDC,NO
DIJJHCCHC,NO
AAJGGIEDC,NO
DJCFHAGFBGGHHH,NO
HIADJCFAIFCIBFJC,NO
ECGBFFIBA,NO
DEBGEFGIJH,NO
GJFDGFHHJJGCEJ,NO
AGFGEEJFADF,NO
JCIIIAEIHGABIFIBJHBJ,NO
JGEBGCJDBADAFJD,NO
JADHBDCIFGHGEHEAJJD,NO
IHBBFHCE,NO
AADGIEIJHFEFCCG,NO
IGBECGDAJH,NO
CFHGDCCCFGADB,NO
EBIDBCJJADGCFIIHAA,NO
EJHAFHBJ,NO
JDGIDJJCHCAHJHFGII,NO
AFBBFEAEGJF,NO
CGCJDEBGFB,NO
DAJHCGDFGG,NO
HAGBHHCE,NO
GBECFBEHEHJFBIJCBE,NO
ADFGJAJBBHABGEBEFEC,NO
GJDHCB,NO
HIHEGAIIEIIEHIIB,NO
FBICCDI,NO
FIDJCDEHIBBG,NO
IBBCFG,NO
GAIGAAICIH,NO
JHCJAJ,NO
FCIGAEBFAEEIFCDAH,NO
BDJCCBBGIID,NO
EBHAECHD,NO
AGCJEIGFFAFGDH,NO
JDJDGH,NO
EDIHFCFCIGBFD,NO
AIBIJDGBD,NO
JIIIEEHI,NO
FIEEHGHDC,NO
IEIDHFABAJIIB,NO
GAGFCHFEIGCFJH,NO
JCDCFGIAIJBHCFCE,NO
BEHJFEGJGCADADJCFI,NO
JDBEAID,NO
HFBICAHDJEGD,NO
BIAIIAHHJGGHBI,NO
GFADJH,NO
GCBFBJAB,NO
DADCJGCCFCDAGCIAA,NO
DBBAIAA,NO
HFBCDBGBAIFDBDC,NO
CBGJGHCCFH,NO
CJBDJDEIAFJHBFCIIHG,NO
GGADFIEJEIBFGDGDG,NO
BHEIECHEDAGHICFGECI,NO
BJBJJBDEHCDHBE,NO
JBABHCG,NO
HHCEFGDAGJHJC,NO
GECHBFGGF,NO
FGCHJBEIBFBD,NO
DFIEIHGBABJBJ,NO
EFDHAJIIHBHHFAGCH,NO
JIJCJDH,NO
IBDDEEBBIBHEGJ,NO
JEABAFIIFEACAD,NO
HJJECFCJFAAAJCG,NO
FHGEEFFHGGAGG,NO
FECABF,NO
ADBICHDJIGBF,NO
GIDEAAJBJADJFBA,NO
CJBCBAEJ,NO
BBGGEBAAHBGJCBFCHG,NO
CJGBCCIAJAGGHFJIADH,NO
DGIBEAGDIAI,NO
BDBIIBJHDJDBC,NO
EEIIFCA,NO
FEIAIDDIBEBFICJ,NO
JJDJIFDCGGJCBFBFAH,NO
BJFICBAHFIGDGDEAB,NO
IDIHHI,NO
ICFEIFEEJACGDDFJ,NO
FHEJCCHBIABCGFF,NO
ADHGBEGD,NO
HAGABAGHGEDGAJGJ,NO
ADECFIHFFHDDIGBJDBB,NO
GHIIBICBFFFDFEBA,NO
EAAIDCACFBDIFEE,NO
GEGIHJJDH,NO
AAEJDDJCBHJHJ,NO
BHJGBDIBADFA,NO
GJIJEDHHBFBGEJCDCJ,NO
IIAEJDGJJEHJ,NO
FGFCAJDAICGCII,NO
DCAJGFAIDIDEF,NO
ICEJJECHHH,NO
BAGCEIBJJIDDDJGDFFHD,NO
HFAEBDH,NO
DGFCADFBFC,NO
HGJFAIEFCFGBAAEI,NO
IDGIEBCEIIHEBCJI,NO
IHJJHGA,NO
HHFBCA,NO
EFABCJDFIGJDDEDGBGFH,NO
JIDJEIEJBH,NO
IBCAJDFCFGHIC,NO
FHAIECJAJFFEIFHI,NO
EGBCFF,NO
FHGBIEBD,NO
IJHAJEEFEIIFFG,NO
JHGDHHGDGFBCGDG,NO
BAGAFAACDHCDJ,NO
JDHGHAJII,NO
HIIBHABCGJ,NO
FAIGCGBDHGIIBAJJGJ,NO
HCAGBGF,NO
AAFIFCDIHJFE,NO
DGDFAIBHHHEIAJCHJGD,NO
JDJHHDIIB,NO
AGFIDHAJBDAABBJ,NO
HFFFBFABHIHG,NO
IGACFF,NO
JCCFCDHBIIJGA,NO
CCFCCDFHHIFDFJDHGH,NO
HIGJJIGACI,NO
GFDFIA,NO
JIHEBFJACHJCICG,NO
BFDFCE,NO
GHHIGJIIIHDBADDACHJ,NO
JAHIHIG,NO
AEBGGHBHCEBHFDHJ,NO
IEDEIHJHCB,NO
AAABBGJHFGHFCDDG,NO
JDEGFBIAEJHBHIFIDFA,NO
HIDEDFAHIJGHCIDDEIFF,NO
FCGGCAICGCABIJD,NO
AAHHJA,NO
FDFIACIBFA,NO
CDIDFDHGBAHHEHCF,NO
IHFJEFCFCJCJAJHF,NO
HDCIHDHB,NO
HJFIBEBJ,NO
DGEGBEJFJHAI,NO
HEJACDIBAAHH,NO
DBBJIJHHHEIADDJEGI,NO
AFGEAICFACDIBEGG,NO
AICEIGCFCJIJFCGBGEB,NO
CEDFGJBAAIDGBCG,NO
JADIFHJJHJCJBBAACI,NO
DEFECDADJGFJCIH,NO
BJCJFJDEAEDJBCGEEAC,NO
DDEGIGEADJIJHACF,NO
EBCCCFFJH,NO
HEGFAJHIDFHEACJD,NO
ADHBGEAGFAA,NO
EBCIEJAA,NO
IHJCCCCEDJEEEGJAHACI,NO
ACIGFJAAFAHHA,NO
JHJGBIGEFIEEFAGDGB,NO
IIAFBJIJFHGFEI,NO
EBIIDHD,NO
JBEAIHEDDJ,NO
CFDGIHEGB,NO
AIDGGBGHEA,NO
BJGEFBCHGGJHAJB,NO
GFFDGG,NO
GHGBFHEDCIFIGD,NO
BHDJDDGIJGGIEGJJFDE,NO
HCDEFEAEF,NO
AAAAJGA,NO
ACDDEJJGIAAJADECHEC,NO
GHHICEEGHHJFHJ,NO
BHIJGJAC,NO
EIEEACCHHFAJBDDJAH,NO
DIICIIC,NO
FCDDDHCBGJIBCBJCC,NO
IBICGAJGEIEBHDJEJAJF,NO
FCHEAAEGHBJHBGBBF,NO
BFCCIAIB,NO
EBIAGGA,NO
FICAFDEIH,NO
HIGFHCDF,NO
HBIDDEJHJGGHJEG,NO
CCFICGHEDAI,NO
IFGEIFFFICCJAAH,NO
BCFEIECGD,NO
GDJHBABCIJCFAGFFC,NO
HDGAIFEJGIJICGJG,NO
ECEEJCHIICHCAIA,NO
JFDIFII,NO
FGFHCAF,NO
HGJJFGD,NO
BJDBGGE,NO
HGADIGGI,NO
FDEAJAFICEFAFHDA,NO
HCDBGAJEADFGHDGEHE,NO
GDBDDCHEFCBEAH,NO
ICICBFBFDJEGEJDB,NO
JJJABJCFJEEC,NO
AHJEAAJAICIJBCAGFCB,NO
IBFHICDIAAFIBDJBJIA,NO
EBJIGCFCGDJ,NO
BJFHGCIEJJBCGE,NO
AEAJIFJDHBCEHCI,NO
FHFHDJDC,NO
EHFBDCEGFJIF,NO
IHHIAHDBCE,NO
JFFAJIFBICICAD,NO
FBGIBEDCIGBFGEJ,NO
JHBIHJEGGFE,NO
CBEEFDEEAFHGICI,NO
GHECGFIAIEGCBCFFJFC,NO
CJJHCCABGBFCCAFJDEH,NO
DHBBGAFFA,NO
GIACCJI,NO
JEGJFHBI,NO
BDHAECDGFEC,NO
HFDDEECJIHBCDIJEDHGG,NO
EGCEGCDBJJJD,NO
CGAICCCFIJ,NO
FIHJDDEBHI,NO
BACGJBACAB,NO
CHBEEGEJJA,NO
ECICIAFIAEDDFA,NO
GAJHDGCHICI,NO
ABDAADGF,NO
IHHEEHIEAAAHCBJAJ,NO
HBJHCJCEECDGIGJC,NO
GJFFJFFHJAFAHDD,NO
BJEHEEDDJBB,NO
JFICCHFHGCFIDAGDAEG,NO
JGJFBB,NO
CHAJDADAFAID,NO
CFAFBDEAEHBGBIG,NO
DAGEDDHBHIHHC,NO
CHJGHHBIEDGBBHAFEAE,NO
FCIEFJDJGHEA,NO
CIJIBGHGDBJFADIBAEDC,NO
JHEDFAFDGDHJIBJBDJJ,NO
FDGFCICB,NO
AHDJHFAG,NO
DBGIBGCBJFAFEGFAIAE,NO
IFGFGCEAJBHAIIBIBCG,NO
EIBJGIEECJJE,NO
JDADBGJHCEDDFBIBBB,NO
BADEFGDJ,NO
BFDBGCGBGEDAIECADCFC,NO
HCCBHIJDIA,NO
HBJEHGCHAGGCFBEGCB,NO
AFGIADECD,NO
DEABAIFGGII,NO
IAFHHGHB,NO
IDFFCCEAGFJAJD,NO
JHCIIFJBBDAEIDCD,NO
FHCCJCBADABHDECHF,NO
JAGBIGAEEEJ,NO
AJIIEHEGGBIFE,NO
GEAHJDHACEBHDJI,NO
JIGBCDHBIGGB,NO
JCJIFBAGAABHEGJCIF,NO
HECIAHIFAHDBG,NO
HJFGBHGGDAFJEIBBDF,NO
BCBBFFBJFJ,NO
BFFEDGHFHBFEADD,NO
EGGCAGHB,NO
HEFECAFJIAIDGFJIFIDA,NO
JHIBFIEADFCGHAFHIDBE,NO
HDICJECBCDDEEEGCD,NO
FHEFBHCAJB,NO
GHGBECAEJDDDD,NO
EHIAJDEGCFIDEGDHJFE,NO
EDGECAJHCCBHCGC,NO
JFDAIJBDI,NO
GHJGEIAHDFIAEJJAAEF,NO
BHEFCIBDIJAAID,NO
GFEBDHEGGFC,NO
CEIHEDGJAB,NO
GJHJCCHIGGFB,NO
EDGFEEAEHIJEH,NO
GEDFGHDAAJACI,NO
JBJBIIDBFGD,NO
GHFCEIHC,NO
DEJGIJICCJ,NO
EHAAAEEJGCJ,NO
HCEDBAGDBAAGHFFGEGF,NO
AGHGJFAFDAHIGDHCD,NO
JCEFCGIIGGEG,NO
IFACJE,NO
FIIHEJDFHHFCHGICJD,NO
CDJFFGHJEE,NO
HBEHDBJIBFBEFHFGIE,NO
BDCAHJAGFCA,NO
IBIIHJBDED,NO
IHHAIDI,NO
HCHBEFGJEG,NO
GHBCGECFGHEJAIDEDHEC,NO
GIICIG,NO
IGEIEHBECDB,NO
CABJHJBFGCIJHBF,NO
HGAJBAJIAIAGJDHHA,NO
IAIABGEHHFEB,NO
EJIAGGIFJFCAAEGEBDA,NO
IDAJACGJCBFA,NO
AJABJJEDHEFIAJFJJC,NO
FBBGBGIFDCCFADEAECH,NO
HFCBDDFBHCE,NO
DHCCJGHFABGI,NO
FHAHIH,NO
DICIJGBIHJFD,NO
CGBGJACFE,NO
GHAEFFGEHFHBBGJFC,NO
FCHFIFBI,NO
FGJBFICIDEAAEB,NO
IIAAHBAGCAC,NO
CAFCIBGBFJAADHCBC,NO
HJIDAIBJGEBEDA,NO
GFFBBEACDEDHCIAAG,NO
JDIGDICIACAFA,NO
BEDBEIJEAJCFJGBG,NO
EAAAFBGCJJFIDHEADIF,NO
JIEEED,NO
IFHGFABFCBGIAHHAECA,NO
CJJHIDAGGIEE,NO
DIEJCJDBFD,NO
HIJAJA,NO
HGACFGJFGBFICIIAAH,NO
JAAIGJ,NO
CEFIBIIEIHGIH,NO
ACFGBCDDEFGDAJHA,NO
ABGHJAFDB,NO
GFEEHDADGB,NO
JJHCFJIAEF,NO
GFDJHIGIACAAIJADHGHE,NO
DFBFCBIIE,NO
BHFHDG,NO
HHDDJCG,NO
JAADEA,NO
BHFEGBAHEEFDH,NO
IAJGACBIGFDGFA,NO
IEJFCCHJH,NO
DDDCFEACBFFDHF,NO
FIIJJEAFEGFJA,NO
AIGEAAGB,NO
IGGCBDCADHIBHEG,NO
HDHAJJFD,NO
JGIEFBFFHFDIDEIHIFJ,NO
BJFIIFEBIDAFHFICH,NO
ADHEIJC,NO
EDGICJJICED,NO
IEFHGGE,NO
HBHABJBIB,NO
BABACCGCHBCDJBJHJ,NO
DFIGAIHIFECDH,NO
BGBBGAI,NO
HGEGDBHEIAHGJ,NO
ECADBHCBBFBHAGB,NO
DBJBBJDJGADGJJFAAH,NO
IJGAGFIHGABGHHEBIG,NO
HAFEFBAEDG,NO
FBHAIIIAFA,NO
HIBFACE,NO
EIBJDJHHBHGGGADDIAHG,NO
HHFIGIEDB,NO
HAEJAHGG,NO
EJJEDBHIACIGAGBCBBGG,NO
EHDGIGIHDCDEHB,NO
EHJADAHACC,NO
DHDHJHJ,NO
BGBGDIDGBDCHIEABFI,NO
JIGBDGF,NO
IDGEHIHAHICFJAHHDF,NO
IGEFDB,NO
EGDCAGAJGCFIDFFACH,NO
CDHHAD,STEAL
FICIJIAIFHG,NO
HBHCGC,NO
BADBAGFCIHGDCCJCB,NO
JEJIAFBAGHDIBGFIHI,NO
CCDDAFIHFJ,NO
EGGEHEEGFEJ,NO
CBHFIADCCAAGEH,NO
HIEJEGEBEH,NO
ABDFBIJDH,NO
JDCJBBJACJGFBFHIIIH,NO
GBGCFG,NO
HJEBAJECGCEJA,NO
EFAHBJBCGBF,NO
BBHECFCIBBDEIDAGFHH,NO
IBFCJIFECECDFE,NO
IHFGBDIGJCIEABHB,NO
FCGHAEAHC,NO
ICCJIJA,NO
JFBCBJBIGCIBJFBAA,NO
FHDFBED,NO
CIGFBGFDJBH,NO
JDGCDFBIHDIBAD,NO
FIBHBDCFIEIEAB,NO
BJGICEGFBH,NO
DACDFFDJBEJEIADDEA,NO
EJHEIADDFDBGJFHJHF,NO
IHFGDJ,NO
HJAADEGAEC,NO
IGAEGCBEJJFJHC,NO
DCGFJDFJECE,NO
BGHDDIEFD,NO
JGGDIFACJCHAICECCFEJ,NO
BDBBFJFJBGJIIACA,NO
FHAJJDJFFGEGCFGGICHG,NO
JFJJEGFJIA,NO
EGHAGIIABEFCHJIH,NO
JJAEDCFDGEGBDHAGBH,NO
AEABAABE,NO
IGJGIEBDCIJGBFCHDBF,NO
FCAAACCIBBGDBGJHJDI,NO
FAEEEBJIFBFBBFIGBAF,NO
FDBDDA,NO
DHIJIA,NO
HJDFJHDHEDBHE,NO
ACGBCIGJIGIHC,NO
FABHDB,NO
JJAHHACAIGDGECHGFBF,NO
BGIEAIEJDHF,NO
JIIDACHJFFJFAFGC,NO
IEGAFFBHIEAGGBHHGEJD,NO
FFDEGGGFHEGFAHB,NO
IEIDFFCIGCHDC,NO
BHJJJGGJCG,NO
CFGFGI,NO
BCGGGA,NO
FBACEIJDCJDG,NO
FGJGGHFHCGIADAAJHJ,NO
IAJIIGJAGFCHICHJHD,NO
FHCJCHDCFHDAEDCJG,NO
DEIHEGCFDFGAFF,NO
EIFDJJHAHEBDGAGHB,NO
BBDECA,NO
JDBDCED,NO
BCACJAJDAJGAG,NO
FCHHDF,NO
FAGIICBIJAFEHJHBBABC,NO
IBHFJIIAG,NO
IFEGBBGABD,NO
HJGJHHIJJJAAGFFAEDCB,NO
IAEBEGCBEHAJFGB,NO
CJJGBCJDAAGEGCGEBCEE,NO
CDDAJEG,NO
CBAFBAAE,NO
CDEEBAAE,NO
AHFEIBGAJJDACDB,NO
FEEGCHA,NO
CEGJJEFDEHGJIJE,NO
FDDFFIFJAHFEFDIGFC,NO
DHFEFFCHFB,NO
FFFIBIHCBHEAJGII,NO
EFEGEJDABBEFGGAGDGC,NO
AFAFEEHAIHDDDJBJE,NO
GBAEAEIGAAAAG,NO
GEEHJIFHCHGG,NO
BFJBICJDICFBIE,NO
GACHDIHE,NO
HCFGDJGHFDBE,NO
HBHACJ,NO
IIFIHCJEEAIHIGECBHB,NO
HJEIJHA,NO
BHHAJHE,NO
JJCGGDJD,NO
JIFGAHBFDDBIIACFFD,NO
BCHAJGBHCAJDIEIHDBI,NO
CBHDEBFBBJBAHGFDGIIH,NO
CGAAAHBBAJCDAIEE,NO
EHDAHAFFBCBGHGJFEJ,NO
ECHGAHACG,NO
EFGJEIIAEAHJ,NO
GBGIDB,NO
ICCHIDCABGIHFGD,NO
EJDCHHFCEA,NO
IHJDIG,NO
GGDDBHIFBDGEJ,NO
BBBGIDIHEDC,NO
CBBBFJEHHFBEFFBJF,NO
GHBGGBFE,NO
BCBIJJBIFCDADHHIFH,NO
BGCCECCADAIAHDIJEJDB,NO
JADGBJJECGIEDC,NO
JJEDIEAGDFGCHJHC,NO
BDFAIDIEGEFHJAJA,NO
FICJAICGJGFGBHAGA,NO
GCIJAAAHFADIJ,NO
EICEFDDJEECHHDGEACG,NO
CEDADB,NO
HFAGDJAIEDACAEI,NO
ADABBE,NO
DJEHJFFH,NO
IDEEDJFDHBD,NO
BIAIJJFFHGJ,NO
JCIAHAJEGDJEG,NO
JHBJIAHICFG,NO
EDHCIFHIBD,NO
BHIFEDADEFIIDHG,NO
JEJEIIBGJDH,NO
EABIJBEIEDDEHBCBG,NO
HCEJIJAJEJJEJGBDC,NO
JJJEDJAGBJACCHI,NO
IEDJJHEI,NO
EJBIADF,NO
FIJCAIGADJEJBDAGC,NO
JCIFCAGCAI,NO
CDHBFFBCD,NO
BBBCJHIEBGGAAIBEEB,NO
CICGIBFIJCDFFHAFJI,NO
HECCIBAHEFFIDAGBE,NO
HEACJDEAH,NO
AGHJCAGDI,NO
IEHDED,NO
FCAGAGCHJEJADCAHJ,NO
CFJBEGBIHBCFCB,NO
GJAEGB,NO
BBCGDFHHEEGJGCIHFGAD,NO
GGEDBBIFAC,NO
FJDGIEBEI,NO
HJEJCHDGCCJDDDHBIGA,NO
BFDGBBDEIDJIH,NO
IGBDDIEBDGFCFD,NO
IDCABEHGHGF,NO
CDGHJBFBHC,NO
DJIBEGGHEFHHIADFJDH,NO
IDIFDHAIEI,NO
IAJEAEEH,NO
BJFFCEBCHGFAIHBH,NO
DECIHIHAAJA,NO
CAEFIEJBFGHFJFDFH,NO
ACACCHFBC,NO
FDBIFDABGEIJGACADCE,NO
JCBAEIGHHAG,NO
GAAIHCDJAHJDJAFIE,NO
GBDDAFFDH,NO
IAADFHGJDBFIEGFAFGJ,NO
GHCFDB,NO
CJBFJABJFEAJIA,NO
IJBJBIDDHFJAFEGBGB,NO
BJIJFIFBBEGCHABCECA,NO
AGEDFFCFFG,NO
GBBIFAHCDADGJCBJH,NO
EFABGGHBEGCGCCF,NO
DEHAFFBCFD,NO
GEJCJEGEIDBGFJCDE,NO
GAEEBGHDACJI,NO
GAJCDE,NO
FGBFFHDIFEEEEBJAJBJI,NO
IGIIABHDADGBJIBDB,NO
